Field1,day,emplacemen,index,pk,name,latitude,longitude,trip_per_d,cluster,FID1,FID_1,Field1_1,day_1,is_member,start_stat,index_1,Code,name_1,latitude_x,longitude_,year_x,trip_c,emplacem_1,pk_1,FID_,latitude_y,longitude1,year_y,X_x,Y_x,cluster_1,X_y,Y_y,X_mean,Y_mean,FID_2,DAUID,CDNAME,DAU,OID_,DAU_1,pop_2016,popden,age_0_14,age_15_30,age_30_45,age_p_45,lang_e,lang_f,lang_ef,inc_em,inc_aft,inc_low_,edu_unideg,to_work_ca,to_work_pt,to_work_wa,to_work_bi
410,202,9687,593,593,de St-Vallier / St-Zotique,45.53626100000,-73.60754600000,47.95544554000,321,0,253,504,202,0.00000000000,0.00000000000,593,0.00000000000,de St-Vallier / St-Zotique,45.53626100000,-73.60754600000,2022,9687,9687.00000000000,593.00000000000,1027,45.53626100000,-73.60754600000,2022,296401,5044040,321,296401.00000000000,5044040.00000000000,296401.00000000000,5044040.00000000000,2392,24661464,Montr?—al,24661464,1338,24661464,612,10497.40000000000,0.13071895400,0.19607843100,0.32679738600,0.34640522900,0.02459016400,0.36065573800,0.59836065600,40832,36864,0.28700000000,0.30215827300,0.22222222200,0.51851851900,0.11111111100,0.11111111100
411,202,10407,594,594,Drolet / St-Zotique,45.53488200000,-73.60941200000,51.51980198000,508,0,285,570,202,0.00000000000,0.00000000000,594,0.00000000000,Drolet / St-Zotique,45.53488200000,-73.60941200000,2022,10407,10407.00000000000,594.00000000000,1028,45.53488200000,-73.60941200000,2022,296255,5043890,508,296255.00000000000,5043890.00000000000,296255.00000000000,5043890.00000000000,2583,24661514,Montr?—al,24661514,1386,24661514,510,11062.90000000000,0.14705882400,0.25490196100,0.40196078400,0.19607843100,0.02941176500,0.25490196100,0.72549019600,57728,50816,0.13700000000,0.46710526300,0.27868852500,0.40983606600,0.09836065600,0.21311475400
412,202,6351,597,597,12e avenue / St-Zotique,45.55686700000,-73.58930700000,31.44059406000,26,0,319,638,202,0.00000000000,0.00000000000,597,0.00000000000,12e avenue / St-Zotique,45.55686700000,-73.58930700000,2022,6351,6351.00000000000,597.00000000000,1029,45.55686700000,-73.58930700000,2022,297828,5046330,26,297849.50000000000,5046365.00000000000,297849.50000000000,5046365.00000000000,2726,24661665,Montr?—al,24661665,1525,24661665,476,11469.90000000000,0.13655462200,0.16806722700,0.30462184900,0.39075630300,0.02105263200,0.44210526300,0.53684210500,39595,35904,0.20000000000,0.34210526300,0.38297872300,0.48936170200,0.00000000000,0.08510638300
413,202,5847,598,598,1?–re  avenue / St-Zotique,45.55193700000,-73.59392800000,28.94554455000,302,0,320,640,202,0.00000000000,0.00000000000,598,0.00000000000,1?–re  avenue / St-Zotique,45.55193700000,-73.59392800000,2022,5847,5847.00000000000,598.00000000000,1030,45.55193700000,-73.59392800000,2022,297466,5045780,302,297466.00000000000,5045780.00000000000,297466.00000000000,5045780.00000000000,2705,24661633,Montr?—al,24661633,1493,24661633,658,11463.40000000000,0.16717325200,0.15957446800,0.35714285700,0.31610942200,0.00763358800,0.35114503800,0.63358778600,59520,50304,0.15400000000,0.38750000000,0.56923076900,0.26153846200,0.10769230800,0.06153846200
414,201,20621,600,600,Jardin Botanique (Pie-IX / Sherbrooke),45.55494700000,-73.55529500000,102.59203980000,177,0,398,795,201,0.00000000000,0.00000000000,600,0.00000000000,Jardin Botanique (Pie-IX / Sherbrooke),45.55494700000,-73.55529500000,2022,20621,20621.00000000000,600.00000000000,1031,45.55494700000,-73.55529500000,2022,300483,5046120,177,300480.50000000000,5046120.00000000000,300480.50000000000,5046120.00000000000,102,24663329,Montr?—al,24663329,3088,24663329,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
415,155,7141,601,601,18e avenue / Rosemont,45.55789600000,-73.57652900000,46.07096774000,461,0,15,30,155,0.00000000000,0.00000000000,601,0.00000000000,18e avenue / Rosemont,45.55789600000,-73.57652900000,2022,7141,7141.00000000000,601.00000000000,1032,45.55789600000,-73.57652900000,2022,298825,5046450,461,298825.00000000000,5046450.00000000000,298825.00000000000,5046450.00000000000,400,24662088,Montr?—al,24662088,1919,24662088,712,19668.50000000000,0.20365168500,0.23876404500,0.25983146100,0.29775280900,0.02797202800,0.50349650300,0.44055944100,36480,35371,0.44400000000,0.12781954900,0.46511627900,0.46511627900,0.06976744200,0.00000000000
416,202,5950,602,602,H??pital Maisonneuve-Rosemont (Rosemont / Chatelain),45.57570700000,-73.56156200000,29.45544554000,246,0,231,457,202,0.00000000000,0.00000000000,602,0.00000000000,H??pital Maisonneuve-Rosemont (Rosemont / Chatelain),45.57570700000,-73.56156200000,2022,5950,5950.00000000000,602.00000000000,1033,45.57570700000,-73.56156200000,2022,299995,5048420,246,299995.00000000000,5048420.00000000000,299995.00000000000,5048420.00000000000,1053,24663293,Montr?—al,24663293,3059,24663293,1408,3039.70000000000,0.03551136400,0.06747159100,0.11008522700,0.78693181800,0.00836820100,0.28870292900,0.70292887000,84651,67840,0.05000000000,0.38186813200,0.64835164800,0.30769230800,0.03296703300,0.00000000000
417,201,5146,604,604,35e avenue / Beaubien,45.57008100000,-73.57304700000,25.60199005000,387,0,427,850,201,0.00000000000,0.00000000000,604,0.00000000000,35e avenue / Beaubien,45.57008100000,-73.57304700000,2022,5146,5146.00000000000,604.00000000000,1034,45.57008100000,-73.57304700000,2022,299098,5047800,387,299098.00000000000,5047800.00000000000,299098.00000000000,5047800.00000000000,397,24662085,Montr?—al,24662085,1916,24662085,658,9063.40000000000,0.15957446800,0.15957446800,0.31914893600,0.36170212800,0.02272727300,0.40151515200,0.56818181800,53376,47040,0.16800000000,0.25157232700,0.51666666700,0.40000000000,0.08333333300,0.00000000000
418,202,8725,606,606,de Chambly / Rachel,45.54991100000,-73.55826300000,43.19306931000,148,0,326,652,202,0.00000000000,0.00000000000,606,0.00000000000,de Chambly / Rachel,45.54991100000,-73.55826300000,2022,8725,8725.00000000000,606.00000000000,1035,45.54991100000,-73.55826300000,2022,300251,5045560,148,300251.00000000000,5045560.00000000000,300251.00000000000,5045560.00000000000,2633,24662040,Montr?—al,24662040,1877,24662040,973,14587.70000000000,0.15930113100,0.19013360700,0.25179856100,0.39876670100,0.02564102600,0.46666666700,0.49230769200,41813,37083,0.26300000000,0.24509803900,0.43939393900,0.43939393900,0.04545454500,0.07575757600
419,202,23136,607,607,10e avenue / Masson,45.55030600000,-73.57335300000,114.53465350000,672,0,328,657,202,0.00000000000,0.00000000000,607,0.00000000000,10e avenue / Masson,45.55030600000,-73.57335300000,2022,23136,23136.00000000000,607.00000000000,1036,45.55030600000,-73.57335300000,2022,299073,5045600,672,299073.00000000000,5045600.00000000000,299073.00000000000,5045600.00000000000,2799,24662013,Montr?—al,24662013,1851,24662013,545,15309.00000000000,0.19266055000,0.22935779800,0.36697247700,0.21100917400,0.01834862400,0.36697247700,0.58715596300,46720,42624,0.25700000000,0.29457364300,0.44230769200,0.38461538500,0.11538461500,0.07692307700
420,202,10758,608,608,d'Orl?—ans / Masson,45.55719200000,-73.56984700000,53.25742574000,222,0,330,661,202,0.00000000000,0.00000000000,608,0.00000000000,d'Orl?—ans / Masson,45.55719200000,-73.56984700000,2022,10758,10758.00000000000,608.00000000000,1037,45.55719200000,-73.56984700000,2022,299347,5046370,222,299347.00000000000,5046370.00000000000,299347.00000000000,5046370.00000000000,2795,24662009,Montr?—al,24662009,1847,24662009,472,13447.30000000000,0.15889830500,0.20127118600,0.34957627100,0.29025423700,0.03191489400,0.41489361700,0.56382978700,50240,44672,0.18100000000,0.22680412400,0.44000000000,0.38000000000,0.06000000000,0.12000000000
421,202,12377,611,611,15e avenue / Masson,45.55389800000,-73.57138700000,61.27227723000,416,0,334,669,202,0.00000000000,0.00000000000,611,0.00000000000,15e avenue / Masson,45.55389800000,-73.57138700000,2022,12377,12377.00000000000,611.00000000000,1038,45.55389800000,-73.57138700000,2022,299226,5046000,416,299226.00000000000,5046000.00000000000,299226.00000000000,5046000.00000000000,2798,24662012,Montr?—al,24662012,1850,24662012,647,12888.40000000000,0.10046367900,0.13910355500,0.30139103600,0.45904173100,0.00769230800,0.45384615400,0.52307692300,39776,35712,0.28700000000,0.29605263200,0.49122807000,0.35087719300,0.08771929800,0.05263157900
422,190,6603,613,613,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.55158400000,-73.56191600000,34.75263158000,300,0,339,679,190,0.00000000000,0.00000000000,613,0.00000000000,Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),45.55158400000,-73.56191600000,2022,6603,6603.00000000000,613.00000000000,1039,45.55158400000,-73.56191600000,2022,299966,5045740,300,299966.00000000000,5045740.00000000000,299966.00000000000,5045740.00000000000,2632,24662039,Montr?—al,24662039,1876,24662039,319,8935.60000000000,0.09404388700,0.06269592500,0.32915360500,0.51410658300,0.01587301600,0.36507936500,0.63492063500,71936,58272,0.04700000000,0.35106383000,0.60526315800,0.31578947400,0.05263157900,0.00000000000
423,202,10198,614,614,Omer-Lavall?—e / du Midway,45.54577600000,-73.56217500000,50.48514851000,132,0,340,681,202,0.00000000000,0.00000000000,614,0.00000000000,Omer-Lavall?—e / du Midway,45.54577600000,-73.56217500000,2022,10198,10198.00000000000,614.00000000000,1040,45.54577600000,-73.56217500000,2022,299945,5045100,132,299945.00000000000,5045100.00000000000,299945.00000000000,5045100.00000000000,2762,24663400,Montr?—al,24663400,3157,24663400,558,12946.60000000000,0.00000000000,0.00000000000,0.00000000000,1.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.39473684200,0.54545454500,0.27272727300,0.18181818200,0.00000000000
424,202,8441,615,615,Bourbonni?–re / du Mont-Royal,45.55357100000,-73.56049400000,41.78712871000,376,0,341,683,202,0.00000000000,0.00000000000,615,0.00000000000,Bourbonni?–re / du Mont-Royal,45.55357100000,-73.56049400000,2022,8441,8441.00000000000,615.00000000000,1041,45.55357100000,-73.56049400000,2022,300077,5045960,376,300077.00000000000,5045960.00000000000,300077.00000000000,5045960.00000000000,2512,24662071,Montr?—al,24662071,1902,24662071,588,23709.70000000000,0.14455782300,0.22108843500,0.30612244900,0.32823129300,0.00847457600,0.46610169500,0.50847457600,44672,39424,0.24800000000,0.16935483900,0.55000000000,0.33333333300,0.00000000000,0.08333333300
425,202,9028,616,616,Cartier / Rosemont,45.54124700000,-73.59104400000,44.69306931000,240,0,377,753,202,0.00000000000,0.00000000000,616,0.00000000000,Cartier / Rosemont,45.54124700000,-73.59104400000,2022,9028,9028.00000000000,616.00000000000,1042,45.54124700000,-73.59104400000,2022,297690,5044600,240,297690.00000000000,5044600.00000000000,297690.00000000000,5044600.00000000000,2673,24662099,Montr?—al,24662099,1930,24662099,587,10173.30000000000,0.15332197600,0.18739352600,0.35775127800,0.30153322000,0.00900900900,0.37837837800,0.61261261300,55168,47317,0.10800000000,0.38666666700,0.38333333300,0.38333333300,0.03333333300,0.20000000000
426,202,11221,619,619,St-Urbain / Beaubien,45.52951000000,-73.61068000000,55.54950495000,516,0,506,1013,202,0.00000000000,0.00000000000,619,0.00000000000,St-Urbain / Beaubien,45.52951000000,-73.61068000000,2022,11221,11221.00000000000,619.00000000000,1043,45.52951000000,-73.61068000000,2022,296155,5043290,516,296155.00000000000,5043290.00000000000,296155.00000000000,5043290.00000000000,2698,24661626,Montr?—al,24661626,1486,24661626,702,6212.40000000000,0.09259259300,0.31339031300,0.39173789200,0.20227920200,0.07142857100,0.20000000000,0.69285714300,46016,40883,0.25000000000,0.37055837600,0.30588235300,0.41176470600,0.14117647100,0.11764705900
427,200,5432,620,620,Ernest-Gendreau / du Mont-Royal,45.54971400000,-73.56384800000,27.16000000000,233,0,508,1017,200,0.00000000000,0.00000000000,620,0.00000000000,Ernest-Gendreau / du Mont-Royal,45.54971400000,-73.56384800000,2022,5432,5432.00000000000,620.00000000000,1044,45.54971400000,-73.56384800000,2022,299815,5045540,233,299815.00000000000,5045540.00000000000,299815.00000000000,5045540.00000000000,2629,24662036,Montr?—al,24662036,1873,24662036,491,11662.70000000000,0.13238289200,0.11201629300,0.40733197600,0.34826883900,0.01010101000,0.28282828300,0.69696969700,72576,59691,0.07100000000,0.33333333300,0.45901639300,0.37704918000,0.06557377000,0.06557377000
430,202,13622,623,623,de Maisonneuve / Mansfield (nord),45.50231100000,-73.57336350000,67.43564356000,114,0,38,75,202,0.00000000000,0.00000000000,623,0.00000000000,de Maisonneuve / Mansfield (nord),45.50231100000,-73.57336350000,2022,13622,13622.00000000000,623.00000000000,1047,45.50231100000,-73.57336350000,2022,299067,5040270,114,299065.60000000000,5040262.00000000000,299065.60000000000,5040262.00000000000,363,24661283,Montr?—al,24661283,1173,24661283,2492,3006.00000000000,0.04614767300,0.41332263200,0.32303370800,0.21749598700,0.29317269100,0.04618473900,0.64658634500,52736,45664,0.35500000000,0.45157657700,0.31174089100,0.15384615400,0.51417004000,0.00809716600
431,199,12258,624,624,St-Jacques / McGill,45.50144100000,-73.56014400000,61.59798995000,383,0,52,100,199,0.00000000000,0.00000000000,624,0.00000000000,St-Jacques / McGill,45.50144100000,-73.56014400000,2022,12258,12258.00000000000,624.00000000000,1048,45.50144100000,-73.56014400000,2022,300100,5040170,383,300100.00000000000,5040170.00000000000,300100.00000000000,5040170.00000000000,345,24661256,Montr?—al,24661256,1151,24661256,1080,4213.80000000000,0.04166666700,0.23148148100,0.42592592600,0.30092592600,0.14814814800,0.05092592600,0.79629629600,76442,58848,0.16900000000,0.47814207700,0.26016260200,0.26829268300,0.41463414600,0.03252032500
433,202,17694,626,626,de Maisonneuve / Mansfield (sud),45.50214500000,-73.57342700000,87.59405941000,114,0,38,75,202,0.00000000000,0.00000000000,623,0.00000000000,de Maisonneuve / Mansfield (nord),45.50231100000,-73.57336350000,2022,13622,13622.00000000000,623.00000000000,1047,45.50231100000,-73.57336350000,2022,299067,5040270,114,299065.60000000000,5040262.00000000000,299065.60000000000,5040262.00000000000,363,24661283,Montr?—al,24661283,1173,24661283,2492,3006.00000000000,0.04614767300,0.41332263200,0.32303370800,0.21749598700,0.29317269100,0.04618473900,0.64658634500,52736,45664,0.35500000000,0.45157657700,0.31174089100,0.15384615400,0.51417004000,0.00809716600
434,202,11477,627,627,Durocher / Bernard,45.52222500000,-73.60668700000,56.81683168000,252,0,491,982,202,0.00000000000,0.00000000000,627,0.00000000000,Durocher / Bernard,45.52222500000,-73.60668700000,2022,11477,11477.00000000000,627.00000000000,1051,45.52222500000,-73.60668700000,2022,296466,5042480,252,296466.00000000000,5042480.00000000000,296466.00000000000,5042480.00000000000,2192,24661387,Montr?—al,24661387,1264,24661387,446,18056.70000000000,0.36995515700,0.21300448400,0.19058296000,0.22645739900,0.41573033700,0.04494382000,0.43820224700,88320,77824,0.10100000000,0.25000000000,0.54166666700,0.16666666700,0.20833333300,0.08333333300
435,188,4414,628,628,La Ronde,45.52156500000,-73.53533200000,23.47872340000,194,0,394,787,188,0.00000000000,0.00000000000,628,0.00000000000,La Ronde,45.52156500000,-73.53533200000,2022,4414,4414.00000000000,628.00000000000,1052,45.52156500000,-73.53533200000,2022,302040,5042410,194,302040.00000000000,5042410.00000000000,302040.00000000000,5042410.00000000000,1102,24663335,Montr?—al,24663335,3094,24663335,0,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0,0,0.21000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000,0.00000000000
436,194,15112,629,629,Aylmer / Sherbrooke,45.50658700000,-73.57329900000,77.89690722000,782,0,206,409,194,0.00000000000,0.00000000000,629,0.00000000000,Aylmer / Sherbrooke,45.50658700000,-73.57329900000,2022,15112,15112.00000000000,629.00000000000,1053,45.50658700000,-73.57329900000,2022,299072,5040740,782,299072.00000000000,5040740.00000000000,299072.00000000000,5040740.00000000000,364,24661284,Montr?—al,24661284,1174,24661284,253,5856.50000000000,0.03952569200,0.69169960500,0.15810276700,0.11067193700,0.46000000000,0.04000000000,0.50000000000,15328,15328,0.21000000000,0.42201834900,0.00000000000,0.50000000000,0.50000000000,0.00000000000
437,200,12125,630,630,Querbes / Laurier,45.51754000000,-73.59783200000,60.62500000000,521,0,240,478,200,0.00000000000,0.00000000000,630,0.00000000000,Querbes / Laurier,45.51754000000,-73.59783200000,2022,12125,12125.00000000000,630.00000000000,1054,45.51754000000,-73.59783200000,2022,297157,5041960,521,297157.00000000000,5041960.00000000000,297157.00000000000,5041960.00000000000,2684,24662111,Montr?—al,24662111,1941,24662111,451,11775.50000000000,0.25498891400,0.18847006700,0.26607538800,0.29046563200,0.16666666700,0.13333333300,0.65555555600,69888,59776,0.15600000000,0.38297872300,0.23333333300,0.46666666700,0.23333333300,0.06666666700
438,202,5903,631,631,26e avenue / Beaubien,45.56494400000,-73.57763900000,29.22277228000,207,0,421,837,202,0.00000000000,0.00000000000,631,0.00000000000,26e avenue / Beaubien,45.56494400000,-73.57763900000,2022,5903,5903.00000000000,631.00000000000,1055,45.56494400000,-73.57763900000,2022,298739,5047230,207,298739.00000000000,5047230.00000000000,298739.00000000000,5047230.00000000000,383,24662081,Montr?—al,24662081,1912,24662081,774,10320.00000000000,0.16149870800,0.18733850100,0.34883720900,0.30232558100,0.01298701300,0.43506493500,0.53896103900,40320,36352,0.30300000000,0.28176795600,0.42857142900,0.51948051900,0.03896103900,0.00000000000
439,193,4087,633,633,Jogues / Allard,45.45002000000,-73.60030600000,21.17616580000,176,0,514,1030,193,0.00000000000,0.00000000000,633,0.00000000000,Jogues / Allard,45.45002000000,-73.60030600000,2022,4087,4087.00000000000,633.00000000000,1056,45.45002000000,-73.60030600000,2022,296954,5034460,176,296954.00000000000,5034460.00000000000,296954.00000000000,5034460.00000000000,3,24661009,Montr?—al,24661009,937,24661009,624,12530.10000000000,0.15224359000,0.15224359000,0.28846153800,0.40705128200,0.09600000000,0.34400000000,0.51200000000,46123,41088,0.20800000000,0.27007299300,0.46666666700,0.37777777800,0.06666666700,0.08888888900
440,202,19280,634,634,Mackay / Ste-Catherine,45.49570900000,-73.57695200000,95.44554455000,771,0,84,166,202,0.00000000000,0.00000000000,634,0.00000000000,Mackay / Ste-Catherine,45.49570900000,-73.57695200000,2022,19280,19280.00000000000,634.00000000000,1057,45.49570900000,-73.57695200000,2022,298786,5039530,771,298786.00000000000,5039530.00000000000,298786.00000000000,5039530.00000000000,877,24661106,Montr?—al,24661106,1012,24661106,1134,3120.50000000000,0.05731922400,0.49823633200,0.26455026500,0.17989418000,0.35616438400,0.05479452100,0.54337899500,18784,18667,0.52600000000,0.43450479200,0.31168831200,0.32467532500,0.33766233800,0.02597402600
441,202,8360,635,635,19e avenue / St-Zotique,45.56159400000,-73.58564300000,41.38613861000,772,0,399,797,202,0.00000000000,0.00000000000,635,0.00000000000,19e avenue / St-Zotique,45.56159400000,-73.58564300000,2022,8360,8360.00000000000,635.00000000000,1058,45.56159400000,-73.58564300000,2022,298114,5046860,772,298114.00000000000,5046860.00000000000,298114.00000000000,5046860.00000000000,2730,24661669,Montr?—al,24661669,1529,24661669,518,3545.50000000000,0.20270270300,0.16409266400,0.27992278000,0.35328185300,0.02884615400,0.42307692300,0.52884615400,54912,49664,0.17800000000,0.28181818200,0.70000000000,0.27500000000,0.00000000000,0.05000000000
442,202,16982,636,636,de Maisonneuve / Greene,45.48697100000,-73.58929300000,84.06930693000,183,0,386,771,202,0.00000000000,0.00000000000,636,0.00000000000,de Maisonneuve / Greene,45.48697100000,-73.58929300000,2022,16982,16982.00000000000,636.00000000000,1059,45.48697100000,-73.58929300000,2022,297820,5038560,183,297820.00000000000,5038560.00000000000,297820.00000000000,5038560.00000000000,2720,24662144,Montr?—al,24662144,1973,24662144,804,13223.70000000000,0.04975124400,0.10572139300,0.11815920400,0.72636815900,0.23125000000,0.01875000000,0.75625000000,105626,79104,0.11200000000,0.42335766400,0.43103448300,0.13793103400,0.37931034500,0.00000000000
443,202,6900,637,637,Hillside / Ste-Catherine,45.48282600000,-73.59084300000,34.15841584000,511,0,387,773,202,0.00000000000,0.00000000000,637,0.00000000000,Hillside / Ste-Catherine,45.48282600000,-73.59084300000,2022,6900,6900.00000000000,637.00000000000,1060,45.48282600000,-73.59084300000,2022,297698,5038100,511,297698.00000000000,5038100.00000000000,297698.00000000000,5038100.00000000000,1063,24663257,Montr?—al,24663257,3027,24663257,953,2943.20000000000,0.12067156300,0.13116474300,0.18887723000,0.55928646400,0.22222222200,0.03508771900,0.73684210500,73216,63488,0.20300000000,0.43609022600,0.40845070400,0.19718309900,0.28169014100,0.07042253500
444,202,12181,638,638,Victoria / de Maisonneuve,45.47742900000,-73.60016900000,60.30198020000,414,0,388,775,202,0.00000000000,0.00000000000,638,0.00000000000,Victoria / de Maisonneuve,45.47742900000,-73.60016900000,2022,12181,12181.00000000000,638.00000000000,1061,45.47742900000,-73.60016900000,2022,296969,5037500,414,296969.00000000000,5037500.00000000000,296969.00000000000,5037500.00000000000,2844,24662148,Montr?—al,24662148,1976,24662148,708,5279.60000000000,0.15536723200,0.13418079100,0.26129943500,0.44915254200,0.25833333300,0.02500000000,0.67500000000,59520,48768,0.27500000000,0.47428571400,0.43902439000,0.41463414600,0.09756097600,0.04878048800
445,202,7876,639,639,Victoria Hall,45.48129100000,-73.60033000000,38.99009901000,161,0,389,777,202,0.00000000000,0.00000000000,639,0.00000000000,Victoria Hall,45.48129100000,-73.60033000000,2022,7876,7876.00000000000,639.00000000000,1062,45.48129100000,-73.60033000000,2022,296957,5037930,161,296957.00000000000,5037930.00000000000,296957.00000000000,5037930.00000000000,2842,24662145,Montr?—al,24662145,1974,24662145,445,2786.50000000000,0.12359550600,0.11235955100,0.22471910100,0.53932584300,0.41573033700,0.03370786500,0.55056179800,66176,54720,0.18300000000,0.43956044000,0.37500000000,0.40625000000,0.18750000000,0.06250000000
446,200,3466,641,641,2e avenue / Jean-Rivard,45.56250900000,-73.61656000000,17.33000000000,267,0,74,146,200,0.00000000000,0.00000000000,641,0.00000000000,2e avenue / Jean-Rivard,45.56250900000,-73.61656000000,2022,3466,3466.00000000000,641.00000000000,1063,45.56250900000,-73.61656000000,2022,295701,5046960,267,295701.00000000000,5046960.00000000000,295701.00000000000,5046960.00000000000,1608,24662628,Montr?—al,24662628,2424,24662628,701,472.30000000000,0.20684736100,0.24251069900,0.29957204000,0.25106990000,0.08571428600,0.50000000000,0.38571428600,49024,45440,0.23600000000,0.09734513300,0.65957446800,0.34042553200,0.04255319100,0.00000000000
448,202,5386,645,645,Louis-H?—bert / B?—langer,45.55158500000,-73.59916500000,26.66336634000,258,0,274,547,202,0.00000000000,0.00000000000,645,0.00000000000,Louis-H?—bert / B?—langer,45.55158500000,-73.59916500000,2022,5386,5386.00000000000,645.00000000000,1065,45.55158500000,-73.59916500000,2022,297057,5045750,258,297057.00000000000,5045750.00000000000,297057.00000000000,5045750.00000000000,2460,24661481,Montr?—al,24661481,1355,24661481,625,12135.90000000000,0.12000000000,0.22400000000,0.31200000000,0.34400000000,0.01600000000,0.34400000000,0.61600000000,47232,41152,0.20700000000,0.30573248400,0.30000000000,0.55000000000,0.08333333300,0.05000000000
449,202,20551,646,646,Gary-Carter / St-Laurent,45.53590000000,-73.62244300000,101.73762380000,662,0,292,583,202,0.00000000000,0.00000000000,646,0.00000000000,Gary-Carter / St-Laurent,45.53590000000,-73.62244300000,2022,20551,20551.00000000000,646.00000000000,1066,45.53590000000,-73.62244300000,2022,295237,5044010,662,295237.00000000000,5044010.00000000000,295237.00000000000,5044010.00000000000,2340,24661521,Montr?—al,24661521,1393,24661521,1620,7769.80000000000,0.08333333300,0.19444444400,0.36419753100,0.35802469100,0.05246913600,0.18209876500,0.75617284000,74155,59546,0.13300000000,0.44022770400,0.41111111100,0.43888888900,0.06111111100,0.07222222200
450,202,6699,647,647,St-Dominique / Gounod,45.53873800000,-73.62802200000,33.16336634000,565,0,293,585,202,0.00000000000,0.00000000000,647,0.00000000000,St-Dominique / Gounod,45.53873800000,-73.62802200000,2022,6699,6699.00000000000,647.00000000000,1067,45.53873800000,-73.62802200000,2022,294802,5044320,565,294802.00000000000,5044320.00000000000,294802.00000000000,5044320.00000000000,1306,24660476,Montr?—al,24660476,466,24660476,584,17076.00000000000,0.11986301400,0.17979452100,0.27397260300,0.42636986300,0.02127659600,0.23404255300,0.70212766000,54880,46528,0.15100000000,0.36363636400,0.28301886800,0.45283018900,0.15094339600,0.05660377400
451,202,5133,648,648,Guizot / St-Laurent,45.53966300000,-73.63447500000,25.41089109000,120,0,294,587,202,0.00000000000,0.00000000000,648,0.00000000000,Guizot / St-Laurent,45.53966300000,-73.63447500000,2022,5133,5133.00000000000,648.00000000000,1068,45.53966300000,-73.63447500000,2022,294298,5044420,120,294298.00000000000,5044425.00000000000,294298.00000000000,5044425.00000000000,1307,24660478,Montr?—al,24660478,467,24660478,732,4474.30000000000,0.12295082000,0.20491803300,0.28688524600,0.38524590200,0.04861111100,0.25000000000,0.67361111100,54272,49280,0.15500000000,0.26857142900,0.40789473700,0.39473684200,0.11842105300,0.07894736800
452,202,7677,650,650,Drolet / Gounod,45.54095100000,-73.62637500000,38.00495050000,352,0,298,595,202,0.00000000000,0.00000000000,650,0.00000000000,Drolet / Gounod,45.54095100000,-73.62637500000,2022,7677,7677.00000000000,650.00000000000,1069,45.54095100000,-73.62637500000,2022,294931,5044570,352,294931.00000000000,5044570.00000000000,294931.00000000000,5044570.00000000000,1351,24660447,Montr?—al,24660447,437,24660447,399,17577.10000000000,0.16290726800,0.23809523800,0.37593985000,0.22305764400,0.01265822800,0.26582278500,0.72151898700,62891,55040,0.11300000000,0.41441441400,0.29545454500,0.47727272700,0.04545454500,0.11363636400
453,202,6500,651,651,de Gasp?— / Jarry,45.54078000000,-73.63040100000,32.17821782000,185,0,299,597,202,0.00000000000,0.00000000000,651,0.00000000000,de Gasp?— / Jarry,45.54078000000,-73.63040100000,2022,6500,6500.00000000000,651.00000000000,1070,45.54078000000,-73.63040100000,2022,294616,5044550,185,294616.50000000000,5044550.00000000000,294616.50000000000,5044550.00000000000,1298,24660468,Montr?—al,24660468,458,24660468,671,16944.40000000000,0.16393442600,0.25335320400,0.40238450100,0.18032786900,0.01492537300,0.29850746300,0.67164179100,60096,51872,0.14900000000,0.39572192500,0.26315789500,0.52631578900,0.07894736800,0.10526315800
454,202,7137,652,652,Guizot / St-Denis,45.54342400000,-73.63246200000,35.33168317000,256,0,300,599,202,0.00000000000,0.00000000000,652,0.00000000000,Guizot / St-Denis,45.54342400000,-73.63246200000,2022,7137,7137.00000000000,652.00000000000,1071,45.54342400000,-73.63246200000,2022,294456,5044840,256,294456.00000000000,5044840.00000000000,294456.00000000000,5044840.00000000000,1294,24660464,Montr?—al,24660464,454,24660464,617,15386.50000000000,0.11345218800,0.27552674200,0.34846029200,0.26256077800,0.00813008100,0.28455284600,0.70731707300,59648,49536,0.08900000000,0.32716049400,0.36111111100,0.54166666700,0.05555555600,0.04166666700
455,202,7024,653,653,de Gasp?— / de Li?–ge,45.54248500000,-73.63634200000,34.77227723000,282,0,301,601,202,0.00000000000,0.00000000000,653,0.00000000000,de Gasp?— / de Li?–ge,45.54248500000,-73.63634200000,2022,7024,7024.00000000000,653.00000000000,1072,45.54248500000,-73.63634200000,2022,294153,5044740,282,294153.00000000000,5044740.00000000000,294153.00000000000,5044740.00000000000,1295,24660465,Montr?—al,24660465,455,24660465,535,13896.10000000000,0.15887850500,0.16822429900,0.39252336400,0.28037383200,0.00934579400,0.29906542100,0.69158878500,67072,56832,0.09300000000,0.40816326500,0.34545454500,0.43636363600,0.09090909100,0.16363636400
